district_name,num_registered_users,num_app_opens,year,state_name,quarter
mumbai district,319588,0,2018,maharashtra,2
sindhudurg district,26643,0,2018,maharashtra,2
dhule district,86922,0,2018,maharashtra,2
wardha district,63159,0,2018,maharashtra,2
parbhani district,75309,0,2018,maharashtra,2
mumbai suburban district,957633,0,2018,maharashtra,2
hingoli district,37346,0,2018,maharashtra,2
ratnagiri district,45361,0,2018,maharashtra,2
nanded district,132935,0,2018,maharashtra,2
osmanabad district,71243,0,2018,maharashtra,2
nagpur district,380425,0,2018,maharashtra,2
buldhana district,114637,0,2018,maharashtra,2
nashik district,436668,0,2018,maharashtra,2
akola district,76778,0,2018,maharashtra,2
yavatmal district,78775,0,2018,maharashtra,2
aurangabad district,347838,0,2018,maharashtra,2
amravati district,136760,0,2018,maharashtra,2
washim district,39995,0,2018,maharashtra,2
sangli district,148370,0,2018,maharashtra,2
gadchiroli district,29230,0,2018,maharashtra,2
raigad district,238251,0,2018,maharashtra,2
palghar district,239053,0,2018,maharashtra,2
jalna district,80013,0,2018,maharashtra,2
gondia district,52497,0,2018,maharashtra,2
ahmednagar district,268520,0,2018,maharashtra,2
pune district,1592293,0,2018,maharashtra,2
beed district,102259,0,2018,maharashtra,2
satara district,159146,0,2018,maharashtra,2
jalgaon district,263135,0,2018,maharashtra,3
latur district,170128,0,2018,maharashtra,3
thane district,1104206,0,2018,maharashtra,3
bhandara district,68672,0,2018,maharashtra,3
nandurbar district,49904,0,2018,maharashtra,3
chandrapur district,119898,0,2018,maharashtra,3
kolhapur district,292239,0,2018,maharashtra,3
solapur district,331428,0,2018,maharashtra,3
mumbai district,410878,0,2018,maharashtra,3
sindhudurg district,35352,0,2018,maharashtra,3
dhule district,110815,0,2018,maharashtra,3
wardha district,80412,0,2018,maharashtra,3
parbhani district,94341,0,2018,maharashtra,3
mumbai suburban district,1218632,0,2018,maharashtra,3
hingoli district,48279,0,2018,maharashtra,3
ratnagiri district,61998,0,2018,maharashtra,3
nanded district,168414,0,2018,maharashtra,3
osmanabad district,93240,0,2018,maharashtra,3
nagpur district,487280,0,2018,maharashtra,3
buldhana district,145183,0,2018,maharashtra,3
nashik district,552556,0,2018,maharashtra,3
akola district,96221,0,2018,maharashtra,3
yavatmal district,102034,0,2018,maharashtra,3
aurangabad district,428394,0,2018,maharashtra,3
amravati district,170913,0,2018,maharashtra,3
washim district,51549,0,2018,maharashtra,3
sangli district,189937,0,2018,maharashtra,3
gadchiroli district,38429,0,2018,maharashtra,3
raigad district,308594,0,2018,maharashtra,3
palghar district,312322,0,2018,maharashtra,3
jalna district,102291,0,2018,maharashtra,3
gondia district,67233,0,2018,maharashtra,3
ahmednagar district,344804,0,2018,maharashtra,3
pune district,1974138,0,2018,maharashtra,3
beed district,132639,0,2018,maharashtra,3
satara district,208545,0,2018,maharashtra,3
jalgaon district,325677,0,2018,maharashtra,4
latur district,212030,0,2018,maharashtra,4
thane district,1473811,0,2018,maharashtra,4
bhandara district,86513,0,2018,maharashtra,4
nandurbar district,64012,0,2018,maharashtra,4
chandrapur district,149712,0,2018,maharashtra,4
kolhapur district,372286,0,2018,maharashtra,4
solapur district,419060,0,2018,maharashtra,4
mumbai district,543353,0,2018,maharashtra,4
sindhudurg district,47259,0,2018,maharashtra,4
dhule district,140033,0,2018,maharashtra,4
wardha district,100626,0,2018,maharashtra,4
parbhani district,117401,0,2018,maharashtra,4
mumbai suburban district,1578487,0,2018,maharashtra,4
hingoli district,60769,0,2018,maharashtra,4
ratnagiri district,82907,0,2018,maharashtra,4
nanded district,212108,0,2018,maharashtra,4
osmanabad district,119476,0,2018,maharashtra,4
nagpur district,627317,0,2018,maharashtra,4
buldhana district,183255,0,2018,maharashtra,4
nashik district,698343,0,2018,maharashtra,4
akola district,121472,0,2018,maharashtra,4
yavatmal district,129352,0,2018,maharashtra,4
aurangabad district,534477,0,2018,maharashtra,4
amravati district,213417,0,2018,maharashtra,4
washim district,65005,0,2018,maharashtra,4
sangli district,241022,0,2018,maharashtra,4
gadchiroli district,48456,0,2018,maharashtra,4
raigad district,405733,0,2018,maharashtra,4
palghar district,414825,0,2018,maharashtra,4
jalna district,129656,0,2018,maharashtra,4
gondia district,83706,0,2018,maharashtra,4
ahmednagar district,439246,0,2018,maharashtra,4
pune district,2498852,0,2018,maharashtra,4
beed district,170917,0,2018,maharashtra,4
satara district,271031,0,2018,maharashtra,4
rayagada district,199745,27904765,2022,odisha,1
koraput district,224651,39781670,2022,odisha,1
malkangiri district,80251,18234967,2022,odisha,1
sambalpur district,337359,22839033,2022,odisha,1
kalahandi district,282939,30504810,2022,odisha,1
anugul district,416483,17717957,2022,odisha,1
ganjam district,946066,35224808,2022,odisha,1
jajapur district,636291,13870670,2022,odisha,1
bargarh district,288188,21570405,2022,odisha,1
dhenkanal district,334288,18904610,2022,odisha,1
bhadrak district,481063,11229503,2022,odisha,1
nuapada district,96377,14268956,2022,odisha,1
kendujhar district,469295,38823385,2022,odisha,1
mayurbhanj district,426398,37004061,2022,odisha,1
jharsuguda district,234082,10212241,2022,odisha,1
kandhamal district,110888,16470623,2022,odisha,1
deogarh district,50320,8099241,2022,odisha,1
sundargarh district,592346,40157197,2022,odisha,1
jagatsinghapur district,392154,6174742,2022,odisha,1
balangir district,317138,28639512,2022,odisha,1
baleshwar district,728990,15519468,2022,odisha,1
puri district,564442,14364283,2022,odisha,1
sonepur district,125997,10956996,2022,odisha,1
khordha district,1827307,23177026,2022,odisha,1
boudh district,77892,8481506,2022,odisha,1
gajapati district,99565,16191101,2022,odisha,1
nayagarh district,260324,11960161,2022,odisha,1
nabarangpur district,117939,27644841,2022,odisha,1
kendrapara district,384475,10109615,2022,odisha,1
cuttack district,1021526,17817312,2022,odisha,1
rayagada district,211140,31430424,2022,odisha,2
koraput district,237081,47274564,2022,odisha,2
malkangiri district,84884,19891279,2022,odisha,2
sambalpur district,356271,25229949,2022,odisha,2
kalahandi district,299472,32115481,2022,odisha,2
anugul district,440242,19193666,2022,odisha,2
ganjam district,999398,39525025,2022,odisha,2
jajapur district,672209,14113435,2022,odisha,2
bargarh district,304554,23608819,2022,odisha,2
dhenkanal district,353317,22673681,2022,odisha,2
bhadrak district,507695,11401607,2022,odisha,2
nuapada district,101852,15706025,2022,odisha,2
kendujhar district,496154,42781421,2022,odisha,2
mayurbhanj district,451049,41951412,2022,odisha,2
jharsuguda district,247348,10509895,2022,odisha,2
kandhamal district,117216,18747026,2022,odisha,2
deogarh district,53242,9142000,2022,odisha,2
sundargarh district,625606,44748581,2022,odisha,2
jagatsinghapur district,414004,6001985,2022,odisha,2
balangir district,335510,30546407,2022,odisha,2
baleshwar district,769737,16393327,2022,odisha,2
puri district,595694,13831227,2022,odisha,2
sonepur district,133295,10960661,2022,odisha,2
khordha district,1924289,22124501,2022,odisha,2
boudh district,82326,9202348,2022,odisha,2
gajapati district,105268,18586944,2022,odisha,2
nayagarh district,274898,13931319,2022,odisha,2
nabarangpur district,124828,31033185,2022,odisha,2
kendrapara district,406125,10419790,2022,odisha,2
cuttack district,1077286,17235109,2022,odisha,2
rayagada district,222586,33945163,2022,odisha,3
koraput district,249470,53647667,2022,odisha,3
malkangiri district,89362,23837496,2022,odisha,3
sambalpur district,375127,27943716,2022,odisha,3
kalahandi district,315775,40099719,2022,odisha,3
anugul district,464296,19729655,2022,odisha,3
ganjam district,1054407,38860922,2022,odisha,3
jajapur district,709685,13224455,2022,odisha,3
bargarh district,320560,27614270,2022,odisha,3
dhenkanal district,372560,23712251,2022,odisha,3
bhadrak district,535581,9788610,2022,odisha,3
nuapada district,107220,19020938,2022,odisha,3
kendujhar district,523219,43193575,2022,odisha,3
mayurbhanj district,475312,45099249,2022,odisha,3
jharsuguda district,260834,11635221,2022,odisha,3
kandhamal district,123544,20408655,2022,odisha,3
deogarh district,55962,8639893,2022,odisha,3
sundargarh district,658859,49671724,2022,odisha,3
jagatsinghapur district,436498,5968654,2022,odisha,3
balangir district,353484,39157906,2022,odisha,3
baleshwar district,812109,15492753,2022,odisha,3
puri district,627710,12891436,2022,odisha,3
sonepur district,140448,12360126,2022,odisha,3
khordha district,2025108,20626170,2022,odisha,3
boudh district,86776,11356098,2022,odisha,3
gajapati district,111136,18699712,2022,odisha,3
nayagarh district,290094,14922946,2022,odisha,3
nabarangpur district,131269,36138099,2022,odisha,3
kendrapara district,428410,10854747,2022,odisha,3
cuttack district,1135881,16934098,2022,odisha,3
rayagada district,233250,14316175,2022,odisha,4
koraput district,260639,16992431,2022,odisha,4
malkangiri district,93093,6342406,2022,odisha,4
sambalpur district,392612,21257755,2022,odisha,4
kalahandi district,330196,18366255,2022,odisha,4
anugul district,486514,22286387,2022,odisha,4
ganjam district,1105095,51733365,2022,odisha,4
jajapur district,743948,41705177,2022,odisha,4
bargarh district,334060,16393602,2022,odisha,4
dhenkanal district,389751,18946953,2022,odisha,4
bhadrak district,560896,26309764,2022,odisha,4
nuapada district,111771,6654100,2022,odisha,4
kendujhar district,547019,28270009,2022,odisha,4
mayurbhanj district,495920,22223760,2022,odisha,4
jharsuguda district,273411,15959473,2022,odisha,4
kandhamal district,129217,5092507,2022,odisha,4
deogarh district,58213,2499036,2022,odisha,4
sundargarh district,689753,36013906,2022,odisha,4
jagatsinghapur district,457355,21518826,2022,odisha,4
balangir district,369088,18504795,2022,odisha,4
baleshwar district,850800,38032263,2022,odisha,4
puri district,657668,32735944,2022,odisha,4
sonepur district,146518,6082316,2022,odisha,4
khordha district,2124474,121676587,2022,odisha,4
boudh district,90477,3930821,2022,odisha,4
gajapati district,116235,6529748,2022,odisha,4
nayagarh district,303718,12978384,2022,odisha,4
nabarangpur district,136384,9757473,2022,odisha,4
kendrapara district,448239,22329029,2022,odisha,4
cuttack district,1190925,60660007,2022,odisha,4
rayagada district,289418,84231218,2024,odisha,1
koraput district,321793,155614838,2024,odisha,1
malkangiri district,116714,35002261,2024,odisha,1
sambalpur district,482779,37822086,2024,odisha,1
kalahandi district,411197,75443994,2024,odisha,1
anugul district,600818,27707524,2024,odisha,1
ganjam district,1360516,49825742,2024,odisha,1
jajapur district,915677,7439403,2024,odisha,1
bargarh district,414483,30828088,2024,odisha,1
dhenkanal district,483284,25394579,2024,odisha,1
bhadrak district,690358,10475412,2024,odisha,1
nuapada district,139178,37343290,2024,odisha,1
kendujhar district,678417,66960668,2024,odisha,1
mayurbhanj district,617734,71282218,2024,odisha,1
jharsuguda district,336999,12247256,2024,odisha,1
kandhamal district,160365,57762836,2024,odisha,1
deogarh district,72961,17370714,2024,odisha,1
sundargarh district,847722,93123945,2024,odisha,1
jagatsinghapur district,562773,6821440,2024,odisha,1
balangir district,457944,91531478,2024,odisha,1
baleshwar district,1047618,21191336,2024,odisha,1
puri district,807052,9926271,2024,odisha,1
sonepur district,182955,12909994,2024,odisha,1
khordha district,2577853,20194548,2024,odisha,1
boudh district,112899,18568686,2024,odisha,1
gajapati district,144440,32062714,2024,odisha,1
nayagarh district,375269,19411288,2024,odisha,1
nabarangpur district,171513,103063932,2024,odisha,1
kendrapara district,553069,6162737,2024,odisha,1
cuttack district,1459368,9630613,2024,odisha,1
rayagada district,300719,106421445,2024,odisha,2
koraput district,334153,191396896,2024,odisha,2
malkangiri district,121348,55008202,2024,odisha,2
sambalpur district,501630,35915776,2024,odisha,2
kalahandi district,427701,86727175,2024,odisha,2
anugul district,624438,27612600,2024,odisha,2
ganjam district,1414642,46368846,2024,odisha,2
jajapur district,952257,11840619,2024,odisha,2
bargarh district,431398,37950602,2024,odisha,2
dhenkanal district,502855,21511403,2024,odisha,2
bhadrak district,717810,8221879,2024,odisha,2
nuapada district,144849,26478026,2024,odisha,2
kendujhar district,705536,74776998,2024,odisha,2
mayurbhanj district,642214,93933019,2024,odisha,2
jharsuguda district,350391,10010716,2024,odisha,2
kandhamal district,166650,76727884,2024,odisha,2
deogarh district,75882,15692988,2024,odisha,2
sundargarh district,880693,119556353,2024,odisha,2
jagatsinghapur district,584908,11111233,2024,odisha,2
balangir district,476531,91430645,2024,odisha,2
baleshwar district,1089271,19616419,2024,odisha,2
puri district,838847,10121129,2024,odisha,2
sonepur district,190431,17930613,2024,odisha,2
khordha district,2674960,20396955,2024,odisha,2
boudh district,117563,24032112,2024,odisha,2
gajapati district,150309,50179749,2024,odisha,2
nayagarh district,390157,15634301,2024,odisha,2
nabarangpur district,178224,110230081,2024,odisha,2
kendrapara district,575344,8714841,2024,odisha,2
cuttack district,1516911,13822032,2024,odisha,2
rayagada district,244361,41877308,2023,odisha,1
koraput district,272545,76368959,2023,odisha,1
malkangiri district,97476,33570173,2023,odisha,1
sambalpur district,410880,34949887,2023,odisha,1
kalahandi district,346059,52355760,2023,odisha,1
anugul district,509422,26034792,2023,odisha,1
ganjam district,1156695,48949213,2023,odisha,1
jajapur district,779435,14136512,2023,odisha,1
bargarh district,349731,32727699,2023,odisha,1
dhenkanal district,408554,32611252,2023,odisha,1
bhadrak district,587089,10221519,2023,odisha,1
nuapada district,116868,27717325,2023,odisha,1
kendujhar district,573097,56965598,2023,odisha,1
mayurbhanj district,519691,62295715,2023,odisha,1
jharsuguda district,286528,14203446,2023,odisha,1
kandhamal district,135276,26810679,2023,odisha,1
deogarh district,60935,13180411,2023,odisha,1
sundargarh district,721849,65121077,2023,odisha,1
jagatsinghapur district,478526,7618009,2023,odisha,1
balangir district,386539,45307557,2023,odisha,1
baleshwar district,890218,17216027,2023,odisha,1
puri district,687988,16373208,2023,odisha,1
sonepur district,153663,17078413,2023,odisha,1
khordha district,2220922,21174048,2023,odisha,1
boudh district,94733,14508664,2023,odisha,1
gajapati district,121770,25202832,2023,odisha,1
nayagarh district,317861,14302029,2023,odisha,1
nabarangpur district,142795,54308662,2023,odisha,1
kendrapara district,469483,10361321,2023,odisha,1
cuttack district,1246094,15939538,2023,odisha,1
rayagada district,255351,45924966,2023,odisha,2
koraput district,284656,79604370,2023,odisha,2
malkangiri district,102207,34648451,2023,odisha,2
sambalpur district,428364,28891094,2023,odisha,2
kalahandi district,362348,53565366,2023,odisha,2
anugul district,531744,28623488,2023,odisha,2
ganjam district,1206180,50277700,2023,odisha,2
jajapur district,812448,16119391,2023,odisha,2
bargarh district,365839,30351267,2023,odisha,2
dhenkanal district,426807,34708000,2023,odisha,2
bhadrak district,612055,10411492,2023,odisha,2
nuapada district,122535,25734882,2023,odisha,2
kendujhar district,598879,50839178,2023,odisha,2
mayurbhanj district,544278,60545972,2023,odisha,2
jharsuguda district,298784,13488327,2023,odisha,2
kandhamal district,141530,27111324,2023,odisha,2
deogarh district,63936,12027190,2023,odisha,2
sundargarh district,752827,63031631,2023,odisha,2
jagatsinghapur district,498811,8373184,2023,odisha,2
balangir district,404297,47903145,2023,odisha,2
baleshwar district,928537,16606784,2023,odisha,2
puri district,716985,15127178,2023,odisha,2
sonepur district,160775,14353933,2023,odisha,2
khordha district,2305026,17260945,2023,odisha,2
boudh district,99233,17947634,2023,odisha,2
gajapati district,127250,24501529,2023,odisha,2
nayagarh district,331761,14169514,2023,odisha,2
nabarangpur district,149899,49295614,2023,odisha,2
kendrapara district,489599,11413659,2023,odisha,2
cuttack district,1297120,15592723,2023,odisha,2
rayagada district,266420,53618607,2023,odisha,3
koraput district,296920,90358852,2023,odisha,3
malkangiri district,106928,38184730,2023,odisha,3
sambalpur district,446108,29609358,2023,odisha,3
kalahandi district,378083,66392328,2023,odisha,3
anugul district,554273,27502722,2023,odisha,3
ganjam district,1256950,42958203,2023,odisha,3
jajapur district,845882,13530785,2023,odisha,3
bargarh district,381349,31726477,2023,odisha,3
dhenkanal district,444835,24902851,2023,odisha,3
bhadrak district,637667,9140582,2023,odisha,3
nuapada district,128118,25641846,2023,odisha,3
kendujhar district,624670,55330402,2023,odisha,3
mayurbhanj district,568108,69695447,2023,odisha,3
jharsuguda district,311323,15964323,2023,odisha,3
kandhamal district,147796,46295194,2023,odisha,3
deogarh district,66771,14158506,2023,odisha,3
sundargarh district,783750,75926768,2023,odisha,3
jagatsinghapur district,519617,5392680,2023,odisha,3
balangir district,421788,65574122,2023,odisha,3
baleshwar district,967259,12842467,2023,odisha,3
puri district,746565,11675120,2023,odisha,3
sonepur district,167785,15023017,2023,odisha,3
khordha district,2395932,19631346,2023,odisha,3
boudh district,103662,16833234,2023,odisha,3
gajapati district,132903,26306500,2023,odisha,3
nayagarh district,345910,18566125,2023,odisha,3
nabarangpur district,156943,58455767,2023,odisha,3
kendrapara district,510157,4874109,2023,odisha,3
cuttack district,1349987,16117583,2023,odisha,3
rayagada district,277066,16305717,2023,odisha,4
koraput district,308178,21019500,2023,odisha,4
malkangiri district,111210,9208546,2023,odisha,4
sambalpur district,462817,19912519,2023,odisha,4
kalahandi district,393258,23331126,2023,odisha,4
anugul district,575864,19390073,2023,odisha,4
ganjam district,1305472,44747753,2023,odisha,4
jajapur district,878546,28192396,2023,odisha,4
bargarh district,396730,21000983,2023,odisha,4
dhenkanal district,462840,18672301,2023,odisha,4
bhadrak district,662206,23322298,2023,odisha,4
nuapada district,133129,9960257,2023,odisha,4
kendujhar district,649376,31443794,2023,odisha,4
mayurbhanj district,591163,30472034,2023,odisha,4
jharsuguda district,323114,16967650,2023,odisha,4
kandhamal district,153515,8497034,2023,odisha,4
deogarh district,69566,3821378,2023,odisha,4
sundargarh district,813266,38796685,2023,odisha,4
jagatsinghapur district,539925,16306956,2023,odisha,4
balangir district,438473,24715286,2023,odisha,4
baleshwar district,1004861,37096927,2023,odisha,4
puri district,775121,26920209,2023,odisha,4
sonepur district,174735,6423241,2023,odisha,4
khordha district,2480213,93695172,2023,odisha,4
boudh district,107895,4877679,2023,odisha,4
gajapati district,138201,6258770,2023,odisha,4
nayagarh district,359446,9462219,2023,odisha,4
nabarangpur district,163272,16188807,2023,odisha,4
kendrapara district,530267,17738087,2023,odisha,4
cuttack district,1401267,56559684,2023,odisha,4
rayagada district,62764,0,2019,odisha,1
koraput district,70168,0,2019,odisha,1
malkangiri district,18853,0,2019,odisha,1
sambalpur district,120726,0,2019,odisha,1
kalahandi district,88614,0,2019,odisha,1
anugul district,150627,0,2019,odisha,1
ganjam district,332190,0,2019,odisha,1
jajapur district,236643,0,2019,odisha,1
bargarh district,95811,0,2019,odisha,1
dhenkanal district,123780,0,2019,odisha,1
bhadrak district,166600,0,2019,odisha,1
nuapada district,26448,0,2019,odisha,1
kendujhar district,167750,0,2019,odisha,1
mayurbhanj district,141789,0,2019,odisha,1
jharsuguda district,86772,0,2019,odisha,1
kandhamal district,32425,0,2019,odisha,1
deogarh district,15760,0,2019,odisha,1
sundargarh district,198716,0,2019,odisha,1
jagatsinghapur district,138170,0,2019,odisha,1
balangir district,103334,0,2019,odisha,1
baleshwar district,271095,0,2019,odisha,1
puri district,195690,0,2019,odisha,1
sonepur district,46710,0,2019,odisha,1
khordha district,745457,0,2019,odisha,1
boudh district,27059,0,2019,odisha,1
gajapati district,29177,0,2019,odisha,1
nayagarh district,95412,0,2019,odisha,1
nabarangpur district,31360,0,2019,odisha,1
kendrapara district,128331,0,2019,odisha,1
cuttack district,372513,0,2019,odisha,1
rayagada district,72305,495755,2019,odisha,2
koraput district,81022,495742,2019,odisha,2
malkangiri district,22415,118642,2019,odisha,2
sambalpur district,135529,883414,2019,odisha,2
kalahandi district,101439,594930,2019,odisha,2
anugul district,169261,1111495,2019,odisha,2
ganjam district,373530,2473198,2019,odisha,2
jajapur district,260311,1846911,2019,odisha,2
bargarh district,108642,590814,2019,odisha,2
dhenkanal district,137527,892725,2019,odisha,2
bhadrak district,187084,1241073,2019,odisha,2
nuapada district,31028,169508,2019,odisha,2
kendujhar district,188657,1240564,2019,odisha,2
mayurbhanj district,160372,914245,2019,odisha,2
jharsuguda district,96854,666626,2019,odisha,2
kandhamal district,37163,224490,2019,odisha,2
deogarh district,18095,115108,2019,odisha,2
sundargarh district,226776,1387389,2019,odisha,2
jagatsinghapur district,153830,978199,2019,odisha,2
balangir district,117914,675453,2019,odisha,2
baleshwar district,299757,1895403,2019,odisha,2
puri district,217206,1311018,2019,odisha,2
sonepur district,51948,322469,2019,odisha,2
khordha district,826007,7930262,2019,odisha,2
boudh district,30269,181501,2019,odisha,2
gajapati district,34063,228235,2019,odisha,2
nayagarh district,106745,714824,2019,odisha,2
nabarangpur district,37091,215008,2019,odisha,2
kendrapara district,144710,977239,2019,odisha,2
cuttack district,417809,3063305,2019,odisha,2
rayagada district,81196,1883106,2019,odisha,3
koraput district,90678,1770193,2019,odisha,3
malkangiri district,25857,446171,2019,odisha,3
sambalpur district,149742,3503548,2019,odisha,3
kalahandi district,112424,2118541,2019,odisha,3
anugul district,187022,4028738,2019,odisha,3
ganjam district,414068,8383336,2019,odisha,3
jajapur district,290776,6991225,2019,odisha,3
bargarh district,119622,1973668,2019,odisha,3
dhenkanal district,150597,3279953,2019,odisha,3
bhadrak district,208757,4377167,2019,odisha,3
nuapada district,34914,568521,2019,odisha,3
kendujhar district,208218,4496490,2019,odisha,3
mayurbhanj district,176327,3166440,2019,odisha,3
jharsuguda district,106457,2336777,2019,odisha,3
kandhamal district,41900,795760,2019,odisha,3
deogarh district,19720,385807,2019,odisha,3
sundargarh district,253356,5131770,2019,odisha,3
jagatsinghapur district,171851,3598002,2019,odisha,3
balangir district,130092,2336121,2019,odisha,3
baleshwar district,329289,7191498,2019,odisha,3
puri district,247141,5911543,2019,odisha,3
sonepur district,56059,1076619,2019,odisha,3
khordha district,916565,33532118,2019,odisha,3
boudh district,33031,649830,2019,odisha,3
gajapati district,38597,854904,2019,odisha,3
nayagarh district,118109,2576604,2019,odisha,3
nabarangpur district,41265,760438,2019,odisha,3
kendrapara district,160728,3266982,2019,odisha,3
cuttack district,472851,12789586,2019,odisha,3
rayagada district,92855,2572175,2019,odisha,4
koraput district,102837,2326008,2019,odisha,4
malkangiri district,31023,632262,2019,odisha,4
sambalpur district,168622,4708646,2019,odisha,4
kalahandi district,129224,3046813,2019,odisha,4
anugul district,211167,5740433,2019,odisha,4
ganjam district,469522,12099189,2019,odisha,4
jajapur district,332074,10791411,2019,odisha,4
bargarh district,136729,3019216,2019,odisha,4
dhenkanal district,170565,5199811,2019,odisha,4
bhadrak district,243586,7595626,2019,odisha,4
nuapada district,40688,821156,2019,odisha,4
kendujhar district,234041,6256026,2019,odisha,4
mayurbhanj district,203618,4795515,2019,odisha,4
jharsuguda district,117987,3043576,2019,odisha,4
kandhamal district,48304,1084664,2019,odisha,4
deogarh district,22648,574934,2019,odisha,4
sundargarh district,284913,6637700,2019,odisha,4
jagatsinghapur district,197964,5466695,2019,odisha,4
balangir district,148963,3375561,2019,odisha,4
baleshwar district,377976,13408306,2019,odisha,4
puri district,285955,8659610,2019,odisha,4
sonepur district,62975,1776783,2019,odisha,4
khordha district,1014134,44567691,2019,odisha,4
boudh district,37879,1013838,2019,odisha,4
gajapati district,44569,1166530,2019,odisha,4
nayagarh district,135006,4436958,2019,odisha,4
nabarangpur district,48075,1054713,2019,odisha,4
kendrapara district,186668,5492952,2019,odisha,4
cuttack district,534970,18540921,2019,odisha,4
rayagada district,150744,5877848,2021,odisha,1
koraput district,169607,5295303,2021,odisha,1
malkangiri district,59019,1655456,2021,odisha,1
sambalpur district,256784,8185242,2021,odisha,1
kalahandi district,211780,6105047,2021,odisha,1
anugul district,315065,9789441,2021,odisha,1
ganjam district,721311,22659997,2021,odisha,1
jajapur district,484003,16338718,2021,odisha,1
bargarh district,217540,5256946,2021,odisha,1
dhenkanal district,253469,8034030,2021,odisha,1
bhadrak district,366825,10503983,2021,odisha,1
nuapada district,71558,1824578,2021,odisha,1
kendujhar district,352967,10953093,2021,odisha,1
mayurbhanj district,318465,7758426,2021,odisha,1
jharsuguda district,178481,5914718,2021,odisha,1
kandhamal district,83432,2180242,2021,odisha,1
deogarh district,37397,1031539,2021,odisha,1
sundargarh district,450776,12987159,2021,odisha,1
jagatsinghapur district,300122,9094056,2021,odisha,1
balangir district,238380,6473331,2021,odisha,1
baleshwar district,557273,14507340,2021,odisha,1
puri district,431553,13992697,2021,odisha,1
sonepur district,94551,2395249,2021,odisha,1
khordha district,1415897,63590946,2021,odisha,1
boudh district,58177,1553860,2021,odisha,1
gajapati district,74629,2771507,2021,odisha,1
nayagarh district,198238,5903431,2021,odisha,1
nabarangpur district,86833,2514529,2021,odisha,1
kendrapara district,293287,8928474,2021,odisha,1
cuttack district,784846,27238288,2021,odisha,1
rayagada district,161874,11968717,2021,odisha,2
koraput district,182181,12614422,2021,odisha,2
malkangiri district,63880,5010275,2021,odisha,2
sambalpur district,275001,11542753,2021,odisha,2
kalahandi district,227704,12075656,2021,odisha,2
anugul district,338114,13461863,2021,odisha,2
ganjam district,772409,27608178,2021,odisha,2
jajapur district,518570,15539082,2021,odisha,2
bargarh district,233243,9225430,2021,odisha,2
dhenkanal district,271626,11854300,2021,odisha,2
bhadrak district,392928,10893119,2021,odisha,2
nuapada district,77158,4903840,2021,odisha,2
kendujhar district,379263,19018016,2021,odisha,2
mayurbhanj district,342898,14693303,2021,odisha,2
jharsuguda district,191043,6410583,2021,odisha,2
kandhamal district,89548,5961388,2021,odisha,2
deogarh district,40332,3282902,2021,odisha,2
sundargarh district,482937,18200575,2021,odisha,2
jagatsinghapur district,321155,8665991,2021,odisha,2
balangir district,256186,12318530,2021,odisha,2
baleshwar district,596366,14433914,2021,odisha,2
puri district,462146,13385190,2021,odisha,2
sonepur district,101584,4584965,2021,odisha,2
khordha district,1511068,41038670,2021,odisha,2
boudh district,62600,3741556,2021,odisha,2
gajapati district,80263,6162465,2021,odisha,2
nayagarh district,212420,8448067,2021,odisha,2
nabarangpur district,93780,7567759,2021,odisha,2
kendrapara district,313828,9803145,2021,odisha,2
cuttack district,838924,23161840,2021,odisha,2
rayagada district,174728,16760831,2021,odisha,3
koraput district,196851,19367873,2021,odisha,3
malkangiri district,69669,7180765,2021,odisha,3
sambalpur district,296251,15869804,2021,odisha,3
kalahandi district,246601,17464237,2021,odisha,3
anugul district,364818,17878073,2021,odisha,3
ganjam district,831869,33950452,2021,odisha,3
jajapur district,558822,19161874,2021,odisha,3
bargarh district,252144,13182847,2021,odisha,3
dhenkanal district,292800,15108969,2021,odisha,3
bhadrak district,423068,13467683,2021,odisha,3
nuapada district,83716,7525872,2021,odisha,3
kendujhar district,410049,25107639,2021,odisha,3
mayurbhanj district,371425,20700116,2021,odisha,3
jharsuguda district,205663,8885748,2021,odisha,3
kandhamal district,96862,9090971,2021,odisha,3
deogarh district,43737,4653968,2021,odisha,3
sundargarh district,520155,25326483,2021,odisha,3
jagatsinghapur district,345234,10720210,2021,odisha,3
balangir district,277146,17707579,2021,odisha,3
baleshwar district,641826,18593887,2021,odisha,3
puri district,497069,17210743,2021,odisha,3
sonepur district,109924,6096184,2021,odisha,3
khordha district,1618171,54826366,2021,odisha,3
boudh district,67782,5211233,2021,odisha,3
gajapati district,86765,8993662,2021,odisha,3
nayagarh district,228677,10186197,2021,odisha,3
nabarangpur district,102244,11629745,2021,odisha,3
kendrapara district,337718,11487316,2021,odisha,3
cuttack district,900706,29532377,2021,odisha,3
rayagada district,187562,11692290,2021,odisha,4
koraput district,211160,12137241,2021,odisha,4
malkangiri district,75114,3760894,2021,odisha,4
sambalpur district,317259,15914880,2021,odisha,4
kalahandi district,264773,12924135,2021,odisha,4
anugul district,390981,17480548,2021,odisha,4
ganjam district,889686,43221176,2021,odisha,4
jajapur district,598043,31222102,2021,odisha,4
bargarh district,270113,11531339,2021,odisha,4
dhenkanal district,313502,14877091,2021,odisha,4
bhadrak district,452384,20733469,2021,odisha,4
nuapada district,90146,4390762,2021,odisha,4
kendujhar district,440078,21635153,2021,odisha,4
mayurbhanj district,399076,15901243,2021,odisha,4
jharsuguda district,220010,11963212,2021,odisha,4
