district_name,num_registered_users,num_app_opens,year,state_name,quarter
tirupathur district,96362,392426,2019,tamil-nadu,2
ariyalur district,39587,147113,2019,tamil-nadu,2
chennai district,969955,5191213,2019,tamil-nadu,2
the nilgiris district,50589,237651,2019,tamil-nadu,2
erode district,185565,634853,2019,tamil-nadu,2
karur district,69047,236338,2019,tamil-nadu,2
kallakkurichi district,88699,312180,2019,tamil-nadu,2
viluppuram district,119969,483368,2019,tamil-nadu,2
pudukkottai district,66892,245413,2019,tamil-nadu,2
perambalur district,32787,111749,2019,tamil-nadu,2
coimbatore district,584160,2460549,2019,tamil-nadu,2
virudhunagar district,104054,348430,2019,tamil-nadu,2
dindigul district,131833,509924,2019,tamil-nadu,2
sivaganga district,69744,264125,2019,tamil-nadu,2
tenkasi district,59877,196035,2019,tamil-nadu,2
chengalpattu district,667137,4350196,2019,tamil-nadu,2
kanniyakumari district,106688,357168,2019,tamil-nadu,2
tirunelveli district,102281,349486,2019,tamil-nadu,2
thiruvallur district,733978,3676621,2019,tamil-nadu,2
theni district,71870,254448,2019,tamil-nadu,2
ranipet district,109648,471102,2019,tamil-nadu,2
namakkal district,131560,435958,2019,tamil-nadu,2
vellore district,150242,706719,2019,tamil-nadu,2
thiruvarur district,47988,166776,2019,tamil-nadu,2
tiruchirappalli district,261919,3188576,2019,tamil-nadu,3
ramanathapuram district,68938,742215,2019,tamil-nadu,3
krishnagiri district,290478,4362654,2019,tamil-nadu,3
cuddalore district,187772,1968965,2019,tamil-nadu,3
kancheepuram district,503192,9099325,2019,tamil-nadu,3
tiruppur district,371296,5086753,2019,tamil-nadu,3
dharmapuri district,149491,1988881,2019,tamil-nadu,3
thoothukkudi district,112797,1169932,2019,tamil-nadu,3
thanjavur district,156723,1899755,2019,tamil-nadu,3
madurai district,305793,3683037,2019,tamil-nadu,3
tiruvannamalai district,174910,2027981,2019,tamil-nadu,3
salem district,342259,3940685,2019,tamil-nadu,3
nagapattinam district,75279,792031,2019,tamil-nadu,3
tirupathur district,110825,1372746,2019,tamil-nadu,3
ariyalur district,44894,492736,2019,tamil-nadu,3
chennai district,1090190,18954685,2019,tamil-nadu,3
the nilgiris district,59223,743196,2019,tamil-nadu,3
erode district,210555,2276841,2019,tamil-nadu,3
karur district,78089,822025,2019,tamil-nadu,3
kallakkurichi district,101377,1058365,2019,tamil-nadu,3
viluppuram district,135787,1636429,2019,tamil-nadu,3
pudukkottai district,76291,853544,2019,tamil-nadu,3
perambalur district,37320,386355,2019,tamil-nadu,3
coimbatore district,669547,9707815,2019,tamil-nadu,3
virudhunagar district,118223,1273205,2019,tamil-nadu,3
dindigul district,151511,1791979,2019,tamil-nadu,3
sivaganga district,79695,896599,2019,tamil-nadu,3
tenkasi district,68561,651705,2019,tamil-nadu,3
chengalpattu district,744424,18193512,2019,tamil-nadu,3
kanniyakumari district,125378,1266941,2019,tamil-nadu,3
tirunelveli district,117255,1175307,2019,tamil-nadu,3
thiruvallur district,828137,13735986,2019,tamil-nadu,3
theni district,82211,845240,2019,tamil-nadu,3
ranipet district,123211,1585562,2019,tamil-nadu,3
namakkal district,148504,1602205,2019,tamil-nadu,3
vellore district,171770,2853368,2019,tamil-nadu,3
thiruvarur district,55010,563206,2019,tamil-nadu,3
tiruchirappalli district,299366,4026588,2019,tamil-nadu,4
ramanathapuram district,80027,961831,2019,tamil-nadu,4
krishnagiri district,335178,5693842,2019,tamil-nadu,4
cuddalore district,216583,2459744,2019,tamil-nadu,4
kancheepuram district,564806,11050988,2019,tamil-nadu,4
tiruppur district,427694,6111411,2019,tamil-nadu,4
dharmapuri district,171677,2525020,2019,tamil-nadu,4
thoothukkudi district,131336,1491277,2019,tamil-nadu,4
thanjavur district,181672,2336862,2019,tamil-nadu,4
madurai district,351234,4634811,2019,tamil-nadu,4
tiruvannamalai district,202112,2639455,2019,tamil-nadu,4
salem district,390301,4975680,2019,tamil-nadu,4
nagapattinam district,87998,989769,2019,tamil-nadu,4
tirupathur district,129026,1825987,2019,tamil-nadu,4
ariyalur district,52294,617517,2019,tamil-nadu,4
chennai district,1216610,22828193,2019,tamil-nadu,4
the nilgiris district,69335,970095,2019,tamil-nadu,4
erode district,242324,2893474,2019,tamil-nadu,4
karur district,89726,1036381,2019,tamil-nadu,4
kallakkurichi district,118948,1382861,2019,tamil-nadu,4
viluppuram district,157860,2142547,2019,tamil-nadu,4
pudukkottai district,89251,1061296,2019,tamil-nadu,4
perambalur district,43804,494635,2019,tamil-nadu,4
coimbatore district,767480,12267898,2019,tamil-nadu,4
virudhunagar district,136782,1588707,2019,tamil-nadu,4
dindigul district,177010,2388757,2019,tamil-nadu,4
sivaganga district,92648,1107528,2019,tamil-nadu,4
tenkasi district,79619,824540,2019,tamil-nadu,4
chengalpattu district,829575,22382821,2019,tamil-nadu,4
kanniyakumari district,147268,1703596,2019,tamil-nadu,4
tirunelveli district,136178,1506103,2019,tamil-nadu,4
thiruvallur district,934744,16550582,2019,tamil-nadu,4
theni district,96179,1142433,2019,tamil-nadu,4
ranipet district,141642,2023415,2019,tamil-nadu,4
namakkal district,169515,1979201,2019,tamil-nadu,4
vellore district,198172,3676316,2019,tamil-nadu,4
thiruvarur district,64519,719556,2019,tamil-nadu,4
tiruchirappalli district,527667,8836445,2021,tamil-nadu,1
ramanathapuram district,158933,2470213,2021,tamil-nadu,1
krishnagiri district,592655,18257136,2021,tamil-nadu,1
cuddalore district,401780,6718405,2021,tamil-nadu,1
kancheepuram district,895950,22914978,2021,tamil-nadu,1
tiruppur district,772074,15416834,2021,tamil-nadu,1
dharmapuri district,306834,7786122,2021,tamil-nadu,1
thoothukkudi district,249036,3774093,2021,tamil-nadu,1
thanjavur district,340874,5383102,2021,tamil-nadu,1
madurai district,630685,10792871,2021,tamil-nadu,1
tiruvannamalai district,369304,7105656,2021,tamil-nadu,1
salem district,693137,13212180,2021,tamil-nadu,1
nagapattinam district,172162,2709896,2021,tamil-nadu,1
tirupathur district,242300,5673187,2021,tamil-nadu,1
ariyalur district,101107,1628883,2021,tamil-nadu,1
chennai district,1865001,44025572,2021,tamil-nadu,1
the nilgiris district,132909,2667830,2021,tamil-nadu,1
erode district,449675,7891302,2021,tamil-nadu,1
karur district,168402,2748286,2021,tamil-nadu,1
kallakkurichi district,231208,4214895,2021,tamil-nadu,1
viluppuram district,287910,5813660,2021,tamil-nadu,1
pudukkottai district,178074,2798190,2021,tamil-nadu,1
perambalur district,85113,1379818,2021,tamil-nadu,1
coimbatore district,1304141,28188456,2021,tamil-nadu,1
virudhunagar district,262406,4141001,2021,tamil-nadu,1
dindigul district,334350,6175195,2021,tamil-nadu,1
sivaganga district,181917,3022065,2021,tamil-nadu,1
tenkasi district,155104,2189726,2021,tamil-nadu,1
chengalpattu district,1259678,32721455,2021,tamil-nadu,1
kanniyakumari district,284941,4119075,2021,tamil-nadu,1
tirunelveli district,258947,3981829,2021,tamil-nadu,1
thiruvallur district,1522407,36786664,2021,tamil-nadu,1
theni district,187104,3191924,2021,tamil-nadu,1
ranipet district,248923,5222726,2021,tamil-nadu,1
namakkal district,304004,5067526,2021,tamil-nadu,1
vellore district,346428,7829717,2021,tamil-nadu,1
thiruvarur district,129468,1944801,2021,tamil-nadu,1
tiruchirappalli district,565156,10014470,2021,tamil-nadu,2
ramanathapuram district,170759,5788658,2021,tamil-nadu,2
krishnagiri district,635191,20912278,2021,tamil-nadu,2
cuddalore district,430763,7572362,2021,tamil-nadu,2
kancheepuram district,957182,14405043,2021,tamil-nadu,2
tiruppur district,828168,13987286,2021,tamil-nadu,2
dharmapuri district,329355,11902186,2021,tamil-nadu,2
thoothukkudi district,267294,6425418,2021,tamil-nadu,2
thanjavur district,365299,6514813,2021,tamil-nadu,2
madurai district,675035,10452990,2021,tamil-nadu,2
tiruvannamalai district,396885,11401391,2021,tamil-nadu,2
salem district,742566,14905297,2021,tamil-nadu,2
nagapattinam district,184857,3829274,2021,tamil-nadu,2
tirupathur district,259721,6705794,2021,tamil-nadu,2
ariyalur district,108556,2853636,2021,tamil-nadu,2
chennai district,1988355,23465841,2021,tamil-nadu,2
the nilgiris district,142446,3953366,2021,tamil-nadu,2
erode district,482323,8787572,2021,tamil-nadu,2
karur district,181017,5491006,2021,tamil-nadu,2
kallakkurichi district,248488,6466350,2021,tamil-nadu,2
viluppuram district,309150,7877686,2021,tamil-nadu,2
pudukkottai district,191659,6718305,2021,tamil-nadu,2
perambalur district,91400,2624650,2021,tamil-nadu,2
coimbatore district,1393621,20466115,2021,tamil-nadu,2
virudhunagar district,281847,6465638,2021,tamil-nadu,2
dindigul district,358919,10288708,2021,tamil-nadu,2
sivaganga district,195549,6634652,2021,tamil-nadu,2
tenkasi district,166417,3782378,2021,tamil-nadu,2
chengalpattu district,1344163,20067816,2021,tamil-nadu,2
kanniyakumari district,305185,4065120,2021,tamil-nadu,2
tirunelveli district,277572,5628868,2021,tamil-nadu,2
thiruvallur district,1626966,25866052,2021,tamil-nadu,2
theni district,200555,4717639,2021,tamil-nadu,2
ranipet district,266500,5358940,2021,tamil-nadu,2
namakkal district,326094,6676942,2021,tamil-nadu,2
vellore district,370600,7417717,2021,tamil-nadu,2
thiruvarur district,138929,3476217,2021,tamil-nadu,2
tiruchirappalli district,607438,13013878,2021,tamil-nadu,3
ramanathapuram district,184592,7525400,2021,tamil-nadu,3
krishnagiri district,683549,27316621,2021,tamil-nadu,3
cuddalore district,463831,9827523,2021,tamil-nadu,3
kancheepuram district,1025651,19375692,2021,tamil-nadu,3
tiruppur district,891753,21671965,2021,tamil-nadu,3
dharmapuri district,355076,15339761,2021,tamil-nadu,3
thoothukkudi district,288108,8777581,2021,tamil-nadu,3
thanjavur district,392930,8199685,2021,tamil-nadu,3
madurai district,725021,13827478,2021,tamil-nadu,3
tiruvannamalai district,428728,13794613,2021,tamil-nadu,3
salem district,798213,20472771,2021,tamil-nadu,3
nagapattinam district,199299,4991047,2021,tamil-nadu,3
tirupathur district,279522,8722087,2021,tamil-nadu,3
ariyalur district,117383,3848076,2021,tamil-nadu,3
chennai district,2124347,32604176,2021,tamil-nadu,3
the nilgiris district,153030,5408994,2021,tamil-nadu,3
erode district,519095,12194930,2021,tamil-nadu,3
karur district,195366,7353859,2021,tamil-nadu,3
kallakkurichi district,268553,8113239,2021,tamil-nadu,3
viluppuram district,333349,9367720,2021,tamil-nadu,3
pudukkottai district,207359,8715851,2021,tamil-nadu,3
perambalur district,98707,3559584,2021,tamil-nadu,3
coimbatore district,1494350,29670591,2021,tamil-nadu,3
virudhunagar district,303934,8566821,2021,tamil-nadu,3
dindigul district,386724,14066264,2021,tamil-nadu,3
sivaganga district,211419,8437970,2021,tamil-nadu,3
tenkasi district,179448,5091451,2021,tamil-nadu,3
chengalpattu district,1438295,26216614,2021,tamil-nadu,3
kanniyakumari district,327767,5466962,2021,tamil-nadu,3
tirunelveli district,298663,7647663,2021,tamil-nadu,3
thiruvallur district,1744228,33893931,2021,tamil-nadu,3
theni district,215932,6649668,2021,tamil-nadu,3
ranipet district,286775,6784440,2021,tamil-nadu,3
namakkal district,351110,9186158,2021,tamil-nadu,3
vellore district,397837,9908984,2021,tamil-nadu,3
thiruvarur district,150058,4216686,2021,tamil-nadu,3
tiruchirappalli district,649095,18168700,2021,tamil-nadu,4
ramanathapuram district,197871,5823063,2021,tamil-nadu,4
krishnagiri district,731018,41063180,2021,tamil-nadu,4
cuddalore district,496175,15600629,2021,tamil-nadu,4
kancheepuram district,1094222,38045414,2021,tamil-nadu,4
tiruppur district,954674,38382082,2021,tamil-nadu,4
dharmapuri district,380374,18597625,2021,tamil-nadu,4
thoothukkudi district,308403,8325418,2021,tamil-nadu,4
thanjavur district,419975,11666398,2021,tamil-nadu,4
madurai district,774490,22579696,2021,tamil-nadu,4
tiruvannamalai district,459291,15602060,2021,tamil-nadu,4
salem district,853064,30404374,2021,tamil-nadu,4
nagapattinam district,213351,6048155,2021,tamil-nadu,4
tirupathur district,298708,13267509,2021,tamil-nadu,4
ariyalur district,125914,4097525,2021,tamil-nadu,4
chennai district,2261346,61396354,2021,tamil-nadu,4
the nilgiris district,163376,5738513,2021,tamil-nadu,4
erode district,555089,17688206,2021,tamil-nadu,4
karur district,209536,6652899,2021,tamil-nadu,4
kallakkurichi district,287987,10237398,2021,tamil-nadu,4
viluppuram district,356755,12145153,2021,tamil-nadu,4
pudukkottai district,222558,6954715,2021,tamil-nadu,4
perambalur district,105814,3321994,2021,tamil-nadu,4
coimbatore district,1594082,56676456,2021,tamil-nadu,4
virudhunagar district,325642,9467511,2021,tamil-nadu,4
dindigul district,414158,14851971,2021,tamil-nadu,4
sivaganga district,226759,7264948,2021,tamil-nadu,4
tenkasi district,192159,5242074,2021,tamil-nadu,4
chengalpattu district,1532535,47983778,2021,tamil-nadu,4
kanniyakumari district,350058,8404616,2021,tamil-nadu,4
tirunelveli district,319265,8850319,2021,tamil-nadu,4
thiruvallur district,1860992,64247558,2021,tamil-nadu,4
theni district,231118,7732421,2021,tamil-nadu,4
ranipet district,306295,11305189,2021,tamil-nadu,4
namakkal district,375908,12188362,2021,tamil-nadu,4
vellore district,424585,15475176,2021,tamil-nadu,4
thiruvarur district,160500,4364001,2021,tamil-nadu,4
tiruchirappalli district,339829,4719933,2020,tamil-nadu,1
ramanathapuram district,93243,1175864,2020,tamil-nadu,1
krishnagiri district,379857,6993104,2020,tamil-nadu,1
cuddalore district,247650,2974425,2020,tamil-nadu,1
kancheepuram district,626872,12333880,2020,tamil-nadu,1
tiruppur district,488697,7062739,2020,tamil-nadu,1
dharmapuri district,194617,3208124,2020,tamil-nadu,1
thoothukkudi district,152572,1838344,2020,tamil-nadu,1
thanjavur district,208798,2797086,2020,tamil-nadu,1
madurai district,402474,5507257,2020,tamil-nadu,1
tiruvannamalai district,230261,3220937,2020,tamil-nadu,1
salem district,442045,5979694,2020,tamil-nadu,1
nagapattinam district,101777,1199502,2020,tamil-nadu,1
tirupathur district,148648,2283628,2020,tamil-nadu,1
ariyalur district,60040,750655,2020,tamil-nadu,1
chennai district,1340762,25098869,2020,tamil-nadu,1
the nilgiris district,80235,1121593,2020,tamil-nadu,1
erode district,279035,3501764,2020,tamil-nadu,1
karur district,102936,1273957,2020,tamil-nadu,1
kallakkurichi district,138096,1826308,2020,tamil-nadu,1
viluppuram district,181301,2691021,2020,tamil-nadu,1
pudukkottai district,103610,1301766,2020,tamil-nadu,1
perambalur district,50493,630038,2020,tamil-nadu,1
coimbatore district,868832,14620009,2020,tamil-nadu,1
virudhunagar district,158388,1996827,2020,tamil-nadu,1
dindigul district,204661,2864002,2020,tamil-nadu,1
sivaganga district,106993,1359734,2020,tamil-nadu,1
tenkasi district,92142,1017754,2020,tamil-nadu,1
chengalpattu district,912587,24586991,2020,tamil-nadu,1
kanniyakumari district,171611,1981360,2020,tamil-nadu,1
tirunelveli district,158258,1860525,2020,tamil-nadu,1
thiruvallur district,1041642,18732482,2020,tamil-nadu,1
theni district,111186,1398101,2020,tamil-nadu,1
ranipet district,160257,2386777,2020,tamil-nadu,1
namakkal district,191510,2352284,2020,tamil-nadu,1
vellore district,225181,4369641,2020,tamil-nadu,1
thiruvarur district,75272,891778,2020,tamil-nadu,1
tiruchirappalli district,383178,4397712,2020,tamil-nadu,2
ramanathapuram district,111008,1538437,2020,tamil-nadu,2
krishnagiri district,424184,6702370,2020,tamil-nadu,2
cuddalore district,283455,3562036,2020,tamil-nadu,2
kancheepuram district,678899,7473570,2020,tamil-nadu,2
tiruppur district,550609,5884781,2020,tamil-nadu,2
dharmapuri district,221016,3874848,2020,tamil-nadu,2
thoothukkudi district,176731,2097792,2020,tamil-nadu,2
thanjavur district,240366,2808288,2020,tamil-nadu,2
madurai district,456527,5318809,2020,tamil-nadu,2
tiruvannamalai district,264353,4180733,2020,tamil-nadu,2
salem district,499360,6083707,2020,tamil-nadu,2
nagapattinam district,119011,1465103,2020,tamil-nadu,2
tirupathur district,170574,2597785,2020,tamil-nadu,2
ariyalur district,70530,1030795,2020,tamil-nadu,2
chennai district,1436722,13039961,2020,tamil-nadu,2
the nilgiris district,93246,1275950,2020,tamil-nadu,2
erode district,317681,3331606,2020,tamil-nadu,2
karur district,118636,1436363,2020,tamil-nadu,2
kallakkurichi district,160550,2486862,2020,tamil-nadu,2
viluppuram district,206170,3122431,2020,tamil-nadu,2
pudukkottai district,122447,1627425,2020,tamil-nadu,2
perambalur district,58963,747910,2020,tamil-nadu,2
coimbatore district,958191,9575606,2020,tamil-nadu,2
virudhunagar district,184693,2347483,2020,tamil-nadu,2
dindigul district,236638,3137832,2020,tamil-nadu,2
sivaganga district,125461,1694826,2020,tamil-nadu,2
tenkasi district,108499,1389035,2020,tamil-nadu,2
chengalpattu district,979769,11430968,2020,tamil-nadu,2
kanniyakumari district,201361,2294160,2020,tamil-nadu,2
tirunelveli district,182743,2083902,2020,tamil-nadu,2
thiruvallur district,1140330,13599646,2020,tamil-nadu,2
theni district,129850,1754220,2020,tamil-nadu,2
ranipet district,180545,2540420,2020,tamil-nadu,2
namakkal district,217014,2357316,2020,tamil-nadu,2
vellore district,252106,3459528,2020,tamil-nadu,2
thiruvarur district,89370,1157231,2020,tamil-nadu,2
tiruchirappalli district,433221,5742354,2020,tamil-nadu,3
ramanathapuram district,127682,1769579,2020,tamil-nadu,3
krishnagiri district,480568,9843357,2020,tamil-nadu,3
cuddalore district,323758,4318946,2020,tamil-nadu,3
kancheepuram district,744437,10979357,2020,tamil-nadu,3
tiruppur district,625391,8853479,2020,tamil-nadu,3
